City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
346,Srednekolymsk,RU,67.45,153.6833,2.57,90,16,3.69,few clouds
347,Bayir,TR,37.2687,28.2167,48.72,71,0,4.25,clear sky
348,Champerico,GT,14.3,-91.9167,82.35,84,100,7.54,overcast clouds
349,Pinsk,BY,52.1229,26.0951,44.04,88,100,10.04,overcast clouds
350,Vilaka,LV,57.1846,27.6722,38.5,73,100,13.06,overcast clouds
351,Okhotsk,RU,59.3833,143.3,16.2,56,15,11.05,few clouds
352,Shar,KZ,49.5886,81.0453,49.64,37,0,11.41,clear sky
353,Krasnorechenskiy,RU,44.6265,135.3532,36.03,37,0,11.95,clear sky
354,Presidente Dutra,BR,-5.29,-44.49,74.03,88,5,3.44,clear sky
355,Lisakovsk,KZ,52.5369,62.4936,47.1,39,90,7.36,overcast clouds
356,Shkoder,AL,42.0683,19.5126,51.98,71,8,2.95,clear sky
357,Ladovskaya Balka,RU,45.6297,41.4023,36.95,67,2,8.7,clear sky
358,Swift Current,CA,50.2834,-107.8014,29.21,64,1,10.36,clear sky
359,Buraydah,SA,26.326,43.975,70.25,25,0,6.24,clear sky
360,Daru,PG,-9.0763,143.2092,86.38,65,79,9.93,broken clouds
361,Kloulklubed,PW,7.0419,134.2556,82.9,68,99,2.48,overcast clouds
362,Tortoli,IT,39.9256,9.6572,58.82,72,0,10.36,clear sky
363,Kirovskiy,RU,45.0917,133.5136,39.81,35,96,10.22,overcast clouds
364,Mapiripan,CO,2.8892,-72.1256,71.24,95,100,2.1,overcast clouds
365,Atasu,KZ,48.6814,71.6433,47.7,37,85,7.67,overcast clouds
366,Wajir,KE,1.7471,40.0573,76.96,73,75,8.05,broken clouds
367,Oussouye,SN,12.485,-16.5469,82.49,79,43,6.69,scattered clouds
368,Wanning,CN,18.8003,110.3967,82.29,81,43,6.17,scattered clouds
369,Esperance,AU,-33.8667,121.9,67.84,51,95,27.34,overcast clouds
370,Fomboni,KM,-12.28,43.7425,77.63,75,31,5.28,scattered clouds
371,Chokurdakh,RU,70.6333,147.9167,-6.68,91,100,5.68,overcast clouds
372,Vestmannaeyjar,IS,63.4427,-20.2734,36.03,55,1,17.52,clear sky
373,Norden,DE,53.6,7.2,60.94,83,100,5.99,overcast clouds
374,Ciuchici,RO,44.9414,21.61,47.52,80,16,4.7,few clouds
375,Goderich,CA,43.7501,-81.7165,61.92,77,69,6.91,broken clouds
376,Pangnirtung,CA,66.1451,-65.7125,33.71,72,100,2.15,overcast clouds
377,North Bend,US,43.4065,-124.2243,53.92,97,90,4.61,overcast clouds
378,Alingsas,SE,57.9303,12.5335,59.02,97,100,12.86,moderate rain
379,Shakiso,ET,5.75,38.9167,56.41,88,100,2.71,overcast clouds
380,Sola,VU,-13.8833,167.55,83.07,84,90,8.05,overcast clouds
381,Sistranda,NO,63.7256,8.834,47.89,89,100,13.78,moderate rain
382,Mehamn,NO,71.0357,27.8492,24.98,93,20,8.05,few clouds
383,Karratha,AU,-20.7377,116.8463,85.39,21,22,11.18,few clouds
384,Belmonte,BR,-15.8631,-38.8828,77.5,83,45,7.0,scattered clouds
385,Cacador,BR,-26.7753,-51.015,49.51,96,99,5.86,overcast clouds
386,Beausejour,CA,50.0622,-96.5167,37.17,66,62,10.33,broken clouds
387,Adamantina,BR,-21.6853,-51.0725,64.15,79,100,13.62,overcast clouds
388,Salto,UY,-31.3833,-57.9667,57.87,89,0,9.08,clear sky
389,Brookings,US,44.3114,-96.7984,48.61,92,90,12.66,overcast clouds
390,Camopi,GF,3.1655,-52.3158,72.21,97,89,2.51,overcast clouds
391,Funadhoo,MV,6.15,73.2667,81.66,72,60,13.24,broken clouds
392,Prabumulih,ID,-3.45,104.25,90.68,56,99,1.81,light rain
393,Arbroath,GB,56.5632,-2.5874,50.58,75,4,17.69,clear sky
394,Marsaxlokk,MT,35.8419,14.5431,66.07,82,20,6.91,few clouds
395,Mangai,CD,-4.05,19.5333,70.47,98,98,0.74,overcast clouds
396,Constantine,DZ,36.365,6.6147,51.21,76,0,5.75,clear sky
397,Upernavik,GL,72.7868,-56.1549,32.65,98,100,28.3,snow
398,Linjiang,CN,41.8069,126.9078,46.35,36,0,1.16,clear sky
399,Takhtamygda,RU,54.1,123.5667,39.43,42,17,3.04,few clouds
400,Brae,GB,60.3964,-1.353,53.51,98,100,11.68,overcast clouds
401,Diglur,IN,18.55,77.6,78.19,68,75,6.02,broken clouds
402,Shingu,JP,33.7333,135.9833,67.19,43,68,12.03,broken clouds
403,Hasaki,JP,35.7333,140.8333,72.28,39,9,19.98,clear sky
404,Eyl,SO,7.9803,49.8164,79.16,75,49,8.75,scattered clouds
405,Shelburne,CA,44.0787,-80.2041,58.12,72,53,11.99,broken clouds
406,Takoradi,GH,4.8845,-1.7554,77.13,88,99,7.65,overcast clouds
407,Marsh Harbour,BS,26.5412,-77.0636,78.39,56,45,15.41,scattered clouds
408,Slave Lake,CA,55.2834,-114.769,37.38,75,1,13.8,clear sky
409,Kamenka,RU,51.3223,42.7678,33.57,94,96,7.87,overcast clouds
410,Natal,BR,-5.795,-35.2094,79.02,89,40,8.05,scattered clouds
411,Bonthe,SL,7.5264,-12.505,77.97,85,93,4.09,overcast clouds
412,Eydhafushi,MV,5.1033,73.0708,81.9,71,30,13.42,scattered clouds
413,Sauce,UY,-34.6469,-56.0628,58.62,85,0,7.52,clear sky
414,Paranaiba,BR,-19.6772,-51.1908,68.49,92,98,8.57,overcast clouds
415,Haimen,CN,23.1935,116.6142,82.29,77,99,14.85,overcast clouds
416,Taree,AU,-31.9,152.4667,67.86,59,75,19.57,broken clouds
417,Suez,EG,29.9737,32.5263,65.95,76,92,6.76,overcast clouds
418,Semey,KZ,50.4111,80.2275,34.02,100,2,11.18,clear sky
419,Bhandara,IN,21.1667,79.65,82.99,70,71,4.21,broken clouds
420,Delano,US,35.7688,-119.247,57.65,62,1,3.44,clear sky
421,Talara,PE,-4.5772,-81.2719,65.05,90,77,15.14,broken clouds
422,Buala,SB,-8.145,159.5921,84.67,70,67,1.54,light rain
423,Umea,SE,63.8284,20.2597,42.73,93,90,19.57,light rain
424,Kudahuvadhoo,MV,2.6708,72.8944,81.95,76,35,10.83,scattered clouds
425,Khandyga,RU,62.6667,135.6,17.71,88,100,6.11,light snow
426,Sambava,MG,-14.2667,50.1667,73.54,71,53,6.64,broken clouds
427,Garoua Boulai,CM,5.8833,14.55,64.45,98,100,2.55,light rain
428,Dingle,PH,10.9995,122.6711,85.84,72,100,4.61,moderate rain
429,Ouadda,CF,8.0777,22.4007,69.26,95,100,3.76,overcast clouds
430,Ambunti,PG,-4.2365,142.8448,84.81,69,98,1.81,overcast clouds
431,Ishigaki,JP,24.3448,124.1572,78.93,73,75,14.97,broken clouds
432,Mugur-Aksy,RU,50.35,90.5,30.76,66,13,5.28,few clouds
433,Rajauri,IN,33.3833,74.3,74.07,36,0,1.5,clear sky
434,York,US,40.1254,-77.0,59.99,68,1,10.36,clear sky
435,Kirando,TZ,-7.4167,30.6,76.17,60,81,6.17,broken clouds
436,Buchanan,LR,5.8808,-10.0467,76.78,88,92,4.56,light rain
437,Along,IN,28.1667,94.7667,71.76,100,100,0.54,overcast clouds
438,Rawson,AR,-43.3002,-65.1023,63.1,52,0,19.62,clear sky
439,Saldanha,ZA,-33.0117,17.9442,59.05,55,63,7.74,broken clouds
440,Weligama,LK,5.9667,80.4167,84.54,67,75,7.25,broken clouds
441,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,41.94,80,99,3.74,overcast clouds
442,Kankaanpaa,FI,61.8,22.4167,41.76,94,100,14.16,moderate rain
443,Victoria,HK,22.2855,114.1577,86.05,72,86,3.0,overcast clouds
444,Bodden Town,KY,19.2833,-81.25,82.92,89,20,5.01,few clouds
445,Tyup,KG,42.7276,78.3648,52.43,55,92,2.37,overcast clouds
446,Kokoda,PG,-8.8785,147.7407,84.67,76,51,1.97,broken clouds
447,Dullewala,PK,31.8359,71.4362,83.84,15,0,3.76,clear sky
448,Baykit,RU,61.67,96.37,40.48,94,100,5.17,overcast clouds
449,Mahibadhoo,MV,3.7833,72.9667,82.26,72,25,13.8,scattered clouds
450,Snyder,US,32.7179,-100.9176,72.36,64,1,12.66,clear sky
451,Dodge City,US,37.7528,-100.0171,64.63,60,75,8.99,broken clouds
452,Olinda,BR,-8.0089,-34.8553,80.33,78,75,6.91,broken clouds
453,Oistins,BB,13.0667,-59.5333,80.69,74,40,16.11,scattered clouds
454,Agadez,NE,19.75,10.25,81.07,15,94,5.91,overcast clouds
455,Marsa Matruh,EG,31.3525,27.2453,70.0,64,40,8.05,scattered clouds
456,Ancud,CL,-41.8697,-73.8203,53.13,97,41,0.56,scattered clouds
457,Aborlan,PH,9.4352,118.5492,84.16,72,100,3.8,overcast clouds
458,Mayumba,GA,-3.432,10.6554,76.08,85,100,5.79,overcast clouds
459,Staryy Nadym,RU,65.6118,72.6842,36.03,76,83,20.85,broken clouds
460,Kalmunai,LK,7.4167,81.8167,85.57,66,97,5.53,overcast clouds
461,Beringovskiy,RU,63.05,179.3167,24.75,82,65,17.81,broken clouds
462,Barra Do Garcas,BR,-15.89,-52.2567,76.14,70,100,3.13,overcast clouds
463,Hope,US,33.6671,-93.5916,64.45,71,31,5.55,scattered clouds
464,Cabatuan,PH,10.8794,122.486,85.41,73,100,7.49,moderate rain
465,Bilibino,RU,68.0546,166.4372,4.71,96,100,2.66,overcast clouds
466,San Cristobal,VE,7.7669,-72.225,73.58,92,56,2.66,broken clouds
467,Denpasar,ID,-8.65,115.2167,87.46,74,75,8.05,broken clouds
468,De Aar,ZA,-30.6497,24.0123,54.34,25,0,5.28,clear sky
469,Caravelas,BR,-17.7125,-39.2481,73.38,92,88,3.6,light rain
470,Kerema,PG,-7.9631,145.7785,84.83,74,47,8.32,scattered clouds
471,Nauta,PE,-4.5061,-73.5757,71.83,99,69,2.84,broken clouds
472,Independence,US,39.0911,-94.4155,68.0,62,1,1.01,clear sky
473,Tacuarembo,UY,-31.7333,-55.9833,52.2,88,0,4.85,clear sky
474,Tucuma,BR,-0.1833,-50.05,75.99,90,78,5.28,broken clouds
475,Ewa Beach,US,21.3156,-158.0072,84.15,51,1,6.91,clear sky
476,Puerto Ayacucho,VE,5.6639,-67.6236,73.02,88,100,2.77,overcast clouds
477,Bogorodskoye,RU,56.55,37.8833,32.0,74,94,7.02,overcast clouds
478,Ambanja,MG,-13.6833,48.45,71.53,67,66,2.39,broken clouds
479,Kualakapuas,ID,-3.0091,114.3876,82.56,72,99,1.48,overcast clouds
480,Camacha,PT,33.0833,-16.3333,70.54,88,20,8.05,few clouds
481,Zhigansk,RU,66.7697,123.3711,32.04,99,100,11.92,light snow
482,Belyy Yar,RU,53.6039,91.3903,26.49,100,90,0.0,fog
483,Henderson,US,36.0397,-114.9819,65.32,24,1,6.91,clear sky
484,Ghauspur,PK,28.1391,69.0831,67.89,8,0,5.84,clear sky
485,Lang Son,VN,21.8333,106.7333,81.27,75,100,9.51,overcast clouds
486,Bull Savanna,JM,17.8868,-77.5902,77.32,83,100,3.42,overcast clouds
487,Great Malvern,GB,52.1116,-2.3252,60.48,96,96,1.99,overcast clouds
488,Coolum Beach,AU,-26.5333,153.1,75.34,77,12,10.78,few clouds
489,Praia Da Vitoria,PT,38.7333,-27.0667,64.65,94,20,6.55,few clouds
490,Nizwa,OM,22.9333,57.5333,82.58,29,14,2.64,few clouds
491,Stornoway,GB,58.2093,-6.3865,54.93,93,75,16.11,broken clouds
492,Dera Bugti,PK,29.0307,69.151,85.48,6,0,6.51,clear sky
493,Noumea,NC,-22.2763,166.4572,78.01,99,100,2.62,light rain
494,Sirsa,IN,29.5333,75.0167,84.47,25,0,3.49,clear sky
495,Saurimo,AO,-9.6608,20.3916,65.23,94,95,0.54,overcast clouds
496,Ziarat,PK,30.3823,67.7282,62.35,14,0,4.56,clear sky
497,Morehead,US,37.2711,-87.1764,56.98,99,1,0.0,clear sky
498,Tual,ID,-5.6667,132.75,83.3,77,13,8.39,few clouds
499,Tucurui,BR,-3.7661,-49.6725,74.28,93,99,3.38,overcast clouds
500,Lincoln,US,40.8,-96.667,68.13,68,1,5.01,clear sky
501,Vestmanna,FO,62.1564,-7.1664,38.32,93,75,28.77,drizzle
502,Sobolevo,RU,54.4299,31.8996,30.09,72,93,7.29,light snow
503,Kondinskoye,RU,59.6481,67.41,42.12,85,100,7.65,light rain
504,Pafos,CY,34.7667,32.4167,64.18,72,0,8.05,clear sky
505,Mandalgovi,MN,45.7625,106.2708,38.44,37,0,14.81,clear sky
506,Antofagasta,CL,-23.65,-70.4,58.28,76,95,4.36,overcast clouds
507,Lokosovo,RU,61.1333,74.8167,45.14,75,100,10.29,overcast clouds
508,Urumqi,CN,43.801,87.6005,50.95,35,0,2.24,clear sky
509,Port Augusta,AU,-32.5,137.7667,89.71,11,100,27.09,overcast clouds
510,Tura,IN,25.5198,90.2201,73.36,98,100,3.74,overcast clouds
511,Devarkonda,IN,16.7,78.9333,82.02,61,99,6.49,overcast clouds
512,Terrace,CA,54.5163,-128.6035,46.31,57,90,10.36,overcast clouds
513,Baturaja,ID,-4.1333,104.1667,89.83,57,100,0.72,overcast clouds
514,Porto Belo,BR,-27.1578,-48.5531,64.35,58,100,5.79,overcast clouds
515,Brainerd,US,46.358,-94.2008,54.23,76,1,9.22,clear sky
516,Mount Isa,AU,-20.7333,139.5,101.97,11,2,11.5,clear sky
517,Gravdal,NO,68.1214,13.5031,33.48,95,100,31.65,snow
518,Izhma,RU,65.0083,53.9113,34.32,94,100,7.34,overcast clouds
519,Tudela,ES,42.0617,-1.6045,61.7,88,39,6.29,scattered clouds
520,Gidole,ET,5.65,37.3667,56.77,73,72,2.46,broken clouds
521,Northam,GB,51.0333,-4.2167,60.03,96,57,10.42,moderate rain
522,Asosa,ET,10.0667,34.5333,59.63,73,94,5.86,overcast clouds
523,Palana,RU,59.1167,159.9667,21.27,65,100,19.44,light snow
524,Kamen-Na-Obi,RU,53.7884,81.3423,44.2,63,71,8.46,broken clouds
525,Omsukchan,RU,62.5333,155.8,3.61,86,100,5.01,overcast clouds
526,Hofn,IS,64.2539,-15.2082,32.23,61,11,17.31,few clouds
527,Namatanai,PG,-3.6667,152.4333,84.25,71,88,4.41,light rain
528,Kilindoni,TZ,-7.9139,39.6668,77.9,78,77,11.41,broken clouds
529,Baniachang,BD,24.5167,91.3667,77.18,91,100,4.09,overcast clouds
530,Atar,MR,20.5169,-13.0499,80.1,14,0,9.31,clear sky
531,Potoci,BA,43.4086,17.8786,42.28,93,0,1.14,clear sky
532,Parakou,BJ,9.3372,2.6303,71.28,98,99,3.29,overcast clouds
533,Fredericksburg,US,38.3032,-77.4605,59.41,83,1,0.0,clear sky
534,Kokopo,PG,-4.352,152.2633,83.43,73,89,4.25,light rain
535,Cap Malheureux,MU,-19.9842,57.6142,77.47,73,68,8.01,light rain
536,Faya,SA,18.3851,42.4509,57.31,33,89,5.97,overcast clouds
537,Kyren,RU,51.6828,102.1408,42.57,49,9,0.72,clear sky
538,Tupelo,US,34.2576,-88.7034,55.47,66,40,5.41,scattered clouds
539,Kasongo-Lunda,CD,-6.4667,16.8167,69.8,99,90,1.1,light rain
540,Turbat,PK,26.0023,63.044,80.01,44,0,2.04,clear sky
541,Diego De Almagro,CL,-26.3667,-70.05,57.31,43,55,1.16,broken clouds
542,East London,ZA,-33.0153,27.9116,56.34,76,0,9.22,clear sky
543,Kurilsk,RU,45.2333,147.8833,49.24,76,100,11.16,heavy intensity rain
544,Aitape,PG,-3.1374,142.3475,83.61,76,69,4.92,moderate rain
545,Pietermaritzburg,ZA,-29.6168,30.3928,51.76,90,27,2.39,scattered clouds
546,Nipawin,CA,53.3668,-104.0009,24.84,86,1,3.44,clear sky
547,Huangmei,CN,30.1924,116.025,52.83,93,100,12.44,light rain
548,Lysyye Gory,RU,51.5506,44.8414,32.83,94,70,7.4,broken clouds
549,Yining,CN,29.0361,114.5636,54.84,97,100,2.33,light rain
550,Kharan,PK,28.5833,65.4167,78.39,7,0,1.03,clear sky
551,Puerto Madryn,AR,-42.7692,-65.0385,62.82,54,0,17.05,clear sky
552,Vikulovo,RU,56.8167,70.6107,45.21,64,100,10.92,overcast clouds
553,Grindavik,IS,63.8424,-22.4338,34.27,69,20,19.57,few clouds
554,Kathu,TH,7.9178,98.3332,86.7,87,44,5.73,scattered clouds
555,Penzance,GB,50.1186,-5.5371,60.01,87,26,20.78,light rain
556,Leon,MX,21.1167,-101.6667,71.82,47,97,4.03,overcast clouds
557,Ogembo,KE,-0.7984,34.7253,61.2,87,100,6.93,overcast clouds
558,Boguchany,RU,58.3814,97.4531,43.97,75,82,5.03,broken clouds
559,Luau,AO,-10.7073,22.2247,64.9,95,96,1.54,overcast clouds
560,Coos Bay,US,43.3665,-124.2179,54.0,97,90,4.61,overcast clouds
561,Alice Town,BS,25.7167,-79.3,78.17,67,94,18.7,overcast clouds
562,Verkhoyansk,RU,67.5447,133.385,13.46,91,100,3.71,overcast clouds
563,Guaruja,BR,-23.9931,-46.2564,64.17,26,100,1.01,overcast clouds
564,Nsanje,MW,-16.92,35.262,72.19,81,92,5.93,light rain
565,Pervomayskoye,RU,43.919,46.7102,48.78,73,83,12.1,broken clouds
566,Yichun,CN,47.7,128.9,40.05,40,2,5.37,clear sky
567,The Valley,AI,18.217,-63.0578,83.1,76,5,12.19,clear sky
568,Dongsheng,CN,39.8161,109.9776,45.5,23,0,13.56,clear sky
569,Bahia Blanca,AR,-38.7196,-62.2724,61.29,45,0,10.85,clear sky
570,Honningsvag,NO,70.9821,25.9704,24.55,80,20,2.3,light snow
571,Helena,US,46.5927,-112.0361,41.99,70,1,3.0,clear sky
572,Simpang,ID,-1.2667,104.0833,84.18,75,100,4.59,light rain
573,Nantucket,US,41.2835,-70.0995,62.74,62,20,14.97,few clouds
574,Vanavara,RU,60.34,102.2797,35.53,89,100,7.58,overcast clouds
575,Poplar Bluff,US,36.757,-90.3929,57.09,72,1,4.61,haze
576,Mitu,CO,1.1983,-70.1733,71.98,99,81,0.76,broken clouds
577,Lerwick,GB,60.1545,-1.1494,53.6,97,100,19.15,overcast clouds
578,Kirensk,RU,57.7853,108.1119,36.25,91,100,5.5,overcast clouds
579,Tigre,AR,-34.426,-58.5796,63.21,78,0,9.22,clear sky
580,Comodoro Rivadavia,AR,-45.8667,-67.5,64.26,34,0,5.75,clear sky
581,Mocuba,MZ,-16.8392,36.9856,70.02,91,48,4.9,light rain
582,Muros,ES,42.7762,-9.0603,68.09,91,88,7.23,overcast clouds
583,Port-Gentil,GA,-0.7193,8.7815,77.68,83,83,10.89,broken clouds
584,Sosnovo-Ozerskoye,RU,52.5249,111.5418,38.98,50,15,7.85,few clouds
585,Nuuk,GL,64.1835,-51.7216,36.88,62,12,2.21,few clouds
586,Sokolo,ML,14.7328,-6.1219,79.79,68,100,5.14,overcast clouds
587,Labytnangi,RU,66.6572,66.4183,28.47,91,86,6.69,overcast clouds
588,Aksarka,RU,66.5606,67.7975,30.6,96,98,13.24,overcast clouds
589,Chimore,BO,-16.9833,-65.1333,75.65,61,100,2.93,overcast clouds
590,Kieta,PG,-6.2167,155.6333,84.7,71,56,2.15,light rain
591,Namuac,PH,18.6109,121.1657,83.93,72,55,12.53,broken clouds
592,Kyzyl,RU,51.7,94.45,42.06,37,51,1.61,broken clouds
593,Dezhou,CN,37.4486,116.2925,56.62,45,49,5.64,scattered clouds
594,Urucui,BR,-7.2294,-44.5561,77.0,73,3,3.47,clear sky
595,Inhambane,MZ,-23.865,35.3833,64.38,88,40,4.61,scattered clouds
596,Homer,US,59.6425,-151.5483,40.08,84,1,0.0,light rain
597,Nieuw Nickerie,SR,5.95,-56.9833,79.2,82,95,8.77,overcast clouds
598,Manthani,IN,18.65,79.6667,80.49,76,80,6.62,broken clouds
599,Whyalla,AU,-33.0333,137.5833,87.69,14,100,19.57,overcast clouds
600,Juneau,US,58.3019,-134.4197,43.11,92,90,5.75,overcast clouds
601,Andenes,NO,69.3143,16.1194,35.58,64,0,29.93,clear sky
602,Okha,RU,53.5739,142.9478,34.68,67,66,8.3,broken clouds
603,Tarnow,PL,50.0138,20.987,55.38,71,100,9.08,overcast clouds
604,Koltubanovskiy,RU,52.9407,52.0269,38.73,73,100,7.49,overcast clouds
605,Reinosa,ES,42.9996,-4.138,62.46,83,100,9.33,overcast clouds
606,Ulaangom,MN,49.9811,92.0667,41.0,52,7,2.62,clear sky
607,Krasnovishersk,RU,60.4078,57.082,32.54,91,100,5.48,light snow
608,Segezha,RU,63.7415,34.3222,29.05,74,100,5.93,overcast clouds
609,Selaphum,TH,16.0299,103.9383,88.02,72,98,5.3,overcast clouds
610,Grass Valley,US,39.2191,-121.0611,54.81,65,1,11.01,clear sky
611,Abrau-Dyurso,RU,44.69,37.59,33.26,57,3,5.32,clear sky
612,Kashi,CN,39.4547,75.9797,54.61,26,0,4.47,clear sky
613,Chivilcoy,AR,-34.8957,-60.0167,56.01,10,0,11.99,light rain
614,Yetkul,RU,54.8221,61.588,40.98,91,100,8.59,overcast clouds
615,Marzuq,YE,14.4,46.4667,72.97,53,79,1.77,broken clouds
616,Tilichiki,RU,60.4667,166.1,12.33,82,17,4.54,few clouds
617,Kotelnich,RU,58.3089,48.348,33.1,87,94,6.15,overcast clouds
618,Liling,CN,27.6667,113.5,57.09,95,100,3.65,overcast clouds
619,Los Llanos De Aridane,ES,28.6585,-17.9182,73.15,41,0,12.66,clear sky
620,Saint-Denis,FR,48.9167,2.3333,61.57,80,0,12.66,clear sky
621,Quatre Cocos,MU,-20.2078,57.7625,77.09,70,79,10.02,light rain
622,Adrar,MR,20.5022,-10.0711,76.23,17,0,11.88,clear sky
623,Naliya,IN,23.2667,68.8333,82.08,53,17,8.81,few clouds
624,Lodja,CD,-3.4833,23.4333,66.29,99,92,0.51,overcast clouds
625,Wajid,SO,3.8093,43.2471,74.41,81,94,14.2,overcast clouds
626,Port Keats,AU,-14.25,129.55,93.16,45,11,11.25,few clouds
627,La Roda,ES,39.2167,-2.15,60.91,79,7,8.95,clear sky
628,Asyut,EG,27.181,31.1837,66.38,62,6,12.03,clear sky
629,Banjul,GM,13.45,-16.5833,79.12,94,20,0.0,few clouds
630,Velingara,SN,13.15,-14.1167,74.53,83,90,5.55,overcast clouds
631,Dobryanka,RU,58.4619,56.4165,30.06,90,100,3.69,overcast clouds
632,Kapit,MY,2.0167,112.9333,78.91,93,100,3.65,light rain
633,Oda,JP,35.1833,132.5,57.97,55,100,15.1,overcast clouds
634,Zhanaozen,KZ,43.3,52.8,50.07,63,100,17.25,overcast clouds
635,Moa,CU,20.6569,-74.9403,79.75,80,92,6.76,overcast clouds
636,Palmer,US,42.1584,-72.3287,58.69,70,20,1.01,few clouds
637,Half Moon Bay,US,37.4636,-122.4286,63.41,47,75,5.01,broken clouds
638,Villa Guerrero,MX,18.8667,-99.65,62.49,88,100,3.11,overcast clouds
639,Oga,IT,46.4631,10.347,49.28,70,72,4.97,broken clouds
640,Markova,UA,48.6758,24.4138,41.49,84,96,7.18,overcast clouds
641,Nouakchott,MR,18.0858,-15.9785,79.84,46,0,13.82,clear sky
642,Tarrafal,CV,15.2833,-23.7667,79.59,77,24,12.39,few clouds
643,Moindou,NC,-21.6924,165.677,71.55,78,100,3.83,overcast clouds
644,Flinders,AU,-34.5833,150.8552,72.81,65,22,5.99,few clouds
645,Zaraza,VE,9.3503,-65.3245,74.84,91,64,3.94,broken clouds
646,Bell Ville,AR,-32.6259,-62.6887,56.66,44,0,7.9,clear sky
647,Rio Grande,BR,-32.035,-52.0986,55.94,72,0,11.12,clear sky
648,Novouzensk,RU,50.4592,48.1431,36.36,84,31,12.35,scattered clouds
649,Suleja,NG,9.1758,7.1808,72.59,99,100,5.48,moderate rain
650,Seguin,US,29.5688,-97.9647,73.54,86,100,1.99,overcast clouds
651,Kungurtug,RU,50.5994,97.5228,39.31,39,5,1.07,clear sky
652,Koster,ZA,-25.863,26.8976,45.45,88,1,5.97,clear sky
653,Novaya Lyalya,RU,59.055,60.599,32.58,78,100,2.68,overcast clouds
654,Jiuquan,CN,39.7432,98.5174,50.7,22,5,7.58,clear sky
655,Sao Felix Do Xingu,BR,-6.6447,-51.995,73.72,78,69,1.23,broken clouds
656,Inhumas,BR,-16.3578,-49.4961,71.33,85,98,2.62,overcast clouds
657,Vinh,VN,18.6667,105.6667,82.6,75,63,4.68,broken clouds
658,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.12,86,90,5.99,overcast clouds
659,Burns Lake,CA,54.2331,-125.7533,33.22,93,61,3.27,broken clouds
660,Port Macquarie,AU,-31.4333,152.9167,67.89,68,40,18.41,scattered clouds
661,Marawi,PH,7.9986,124.2928,75.65,78,79,2.21,broken clouds
662,Otjimbingwe,NA,-22.35,16.1333,70.09,28,98,4.47,overcast clouds
663,Vao,NC,-22.6667,167.4833,74.3,82,100,5.93,moderate rain
664,Shetpe,KZ,44.1667,52.1167,48.38,70,100,14.32,overcast clouds
665,Niamey,NE,13.5137,2.1098,80.89,57,0,12.66,clear sky
666,Sungaipenuh,ID,-2.0833,101.3833,78.17,62,96,2.35,light rain
667,Beidao,CN,34.5686,105.8933,48.04,89,100,2.48,overcast clouds
668,Bathsheba,BB,13.2167,-59.5167,81.21,74,40,16.11,scattered clouds
669,Hauterive,FR,46.0901,3.4459,59.76,74,55,11.9,broken clouds
670,Fort William,GB,56.8165,-5.1121,50.79,90,99,11.03,overcast clouds
671,Dandong,CN,40.1292,124.3947,50.13,38,0,9.13,clear sky
672,Yumen,CN,40.2833,97.2,49.75,21,76,14.76,broken clouds
673,Sandwick,GB,60.0,-1.25,53.42,100,90,23.02,overcast clouds
674,Bossier City,US,32.516,-93.7321,66.69,79,1,4.61,clear sky
675,Samarai,PG,-10.6167,150.6667,84.15,71,44,8.66,scattered clouds
676,Werda,BW,-25.2667,23.2833,55.04,74,10,13.89,clear sky
677,Taraz,KZ,42.9,71.3667,55.81,41,90,8.95,overcast clouds
678,Mackay,AU,-21.15,149.2,91.38,52,36,17.27,light rain
679,Verkh-Neyvinskiy,RU,57.2701,60.1376,33.89,74,100,3.8,overcast clouds
680,Oak Harbor,US,48.2932,-122.6432,54.21,90,75,0.0,broken clouds
681,Herat,AF,34.5,62.0,66.87,10,0,1.05,clear sky
682,Fojnica,BA,43.9625,17.8983,36.52,64,25,3.56,scattered clouds
683,Anloga,GH,5.7947,0.8973,79.02,82,97,10.02,overcast clouds
684,Hudson Bay,CA,52.85,-102.3842,31.28,71,25,4.16,scattered clouds
685,Rafsanjan,IR,30.4067,55.9939,71.69,22,0,5.03,clear sky
686,Bayangol,RU,50.6977,103.4656,39.09,49,4,2.01,clear sky
687,Pathein,MM,16.7833,94.7333,85.05,75,67,4.54,broken clouds
688,Sechura,PE,-5.5569,-80.8222,66.52,80,95,9.57,overcast clouds
689,Pascagoula,US,30.3658,-88.5561,75.25,89,90,4.61,overcast clouds
690,Moranbah,AU,-22.0016,148.0466,95.36,11,0,17.16,clear sky
691,Porto Novo,BJ,6.4965,2.6036,78.62,85,99,4.45,overcast clouds
692,Yakeshi,CN,49.2833,120.7333,37.38,54,26,3.29,scattered clouds
693,Puerto Gaitan,CO,4.3133,-72.0816,74.79,92,67,2.95,broken clouds
694,Thatta,PK,24.7475,67.9235,82.71,50,0,12.26,clear sky
695,Krasnoselkup,RU,65.7,82.4667,42.42,86,100,22.39,overcast clouds
696,Churachandpur,IN,24.3333,93.6667,72.68,88,99,2.06,overcast clouds
697,Porosozero,RU,62.7191,32.727,27.91,81,100,5.08,overcast clouds
698,Deming,US,32.2687,-107.7586,62.49,34,1,8.05,clear sky
